"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6123","verifyMovieInformationIsDisplayedCorrectly()","","2025-12-05","passed","2025-12-05","","database.DatabaseTest","database.DatabaseTest","verifyMovieInformationIsDisplayedCorrectly"
